   35.5850	  102.8829	    2.1199	    2	    2	  303	   52	   62	    0.0003	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0003381	 0.0003317	 0.0004808	 0.0006646	 0.0008516	 0.0009211	 0.0008273	 0.0007555	 0.0007442	 0.0007450	 0.0006469	 0.0003588	 0.0000798	 0.0000000	 0.0000009	 0.0000016	 0.0000017	 0.0000011	 0.0000005	 0.0000000	    0.0000
   35.5943	  102.8903	    3.6959	    2	    2	  303	   52	   62	    0.0011	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0025747	 0.0025264	 0.0023391	 0.0018500	 0.0017554	 0.0022687	 0.0024120	 0.0022092	 0.0024970	 0.0028869	 0.0028347	 0.0024478	 0.0016697	 0.0005210	 0.0000000	 0.0000005	 0.0000008	 0.0000009	 0.0000006	 0.0000002	 0.0000000	    0.0000
   35.6036	  102.8977	    5.2719	    2	    2	  303	   52	   62	    0.0013	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0032412	 0.0030124	 0.0025706	 0.0022874	 0.0023571	 0.0027731	 0.0031007	 0.0029686	 0.0028977	 0.0031999	 0.0031502	 0.0024189	 0.0013218	 0.0000256	 0.0000000	 0.0000001	 0.0000002	 0.0000002	 0.0000001	 0.0000001	 0.0000000	    0.0000
   35.6129	  102.9052	    6.8480	    2	    2	  303	   52	   62	    0.0017	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0058396	 0.0028344	 0.0006968	 0.0016290	 0.0022925	 0.0026724	 0.0044375	 0.0054131	 0.0054079	 0.0056083	 0.0050573	 0.0034621	 0.0013801	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6221	  102.9126	    8.4240	    2	    2	  303	   52	   62	    0.0018	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0066138	 0.0044538	 0.0012494	 0.0006366	 0.0017200	 0.0027428	 0.0048380	 0.0061714	 0.0051935	 0.0047127	 0.0052702	 0.0043075	 0.0020752	 0.0004076	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6314	  102.9200	   10.0000	    2	    2	  303	   52	   62	    0.0031	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0098659	 0.0091984	 0.0073844	 0.0039296	 0.0023459	 0.0046018	 0.0081330	 0.0099446	 0.0095016	 0.0085502	 0.0068922	 0.0033390	 0.0007137	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6407	  102.9274	   11.5760	    2	    2	  303	   52	   62	    0.0030	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0069294	 0.0060405	 0.0049862	 0.0045228	 0.0056237	 0.0069593	 0.0075944	 0.0091419	 0.0094101	 0.0073016	 0.0060593	 0.0049252	 0.0021699	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6500	  102.9349	   13.1520	    2	    2	  303	   52	   62	    0.0044	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0105547	 0.0095526	 0.0104495	 0.0135064	 0.0131176	 0.0125001	 0.0124147	 0.0105561	 0.0085663	 0.0074489	 0.0077625	 0.0060342	 0.0002025	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6593	  102.9423	   14.7281	    2	    2	  303	   52	   62	    0.0041	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0081427	 0.0090724	 0.0090364	 0.0135356	 0.0162286	 0.0123148	 0.0091618	 0.0085536	 0.0080141	 0.0092951	 0.0081844	 0.0016005	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
   35.6686	  102.9497	   16.3041	    2	    2	  303	   52	   62	    0.0052	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0102937	 0.0110014	 0.0137888	 0.0175627	 0.0209665	 0.0196800	 0.0123641	 0.0085133	 0.0120020	 0.0125805	 0.0059902	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
