   35.8382	  102.8212	    2.8066	    2	    2	  164	   46	  122	    0.0479	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0019845	 0.0027242	 0.0045159	 0.0061983	 0.0357166	 0.2059361	 0.1833192	 0.1322287	 0.1701988	 0.2434619	 0.2343304	 0.0937488	 0.0095782	    0.0000
   35.8348	  102.8064	    4.2453	    2	    2	  164	   46	  122	    0.0346	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0087662	 0.0088487	 0.0112762	 0.0123297	 0.0157389	 0.0379763	 0.1413006	 0.1121887	 0.0797463	 0.1107616	 0.1666463	 0.1638518	 0.0706492	 0.0143563	    0.0000
   35.8314	  102.7916	    5.6840	    2	    2	  164	   46	  122	    0.0143	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0106607	 0.0109936	 0.0094882	 0.0078654	 0.0075149	 0.0123809	 0.0540584	 0.0405805	 0.0273042	 0.0418483	 0.0665484	 0.0673791	 0.0306740	 0.0074036	    0.0000
   35.8279	  102.7768	    7.1226	    2	    2	  164	   46	  122	    0.0061	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0181682	 0.0164993	 0.0129451	 0.0105442	 0.0077488	 0.0057597	 0.0172029	 0.0126522	 0.0087483	 0.0115964	 0.0179587	 0.0183203	 0.0082942	 0.0021203	    0.0000
   35.8245	  102.7621	    8.5613	    2	    2	  164	   46	  122	    0.0044	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0248262	 0.0229610	 0.0207897	 0.0122901	 0.0070291	 0.0055459	 0.0060531	 0.0044814	 0.0047376	 0.0042547	 0.0034331	 0.0034989	 0.0015476	 0.0003976	    0.0000
   35.8210	  102.7473	   10.0000	    2	    2	  164	   46	  122	    0.0071	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0459866	 0.0430028	 0.0336664	 0.0166805	 0.0086281	 0.0086624	 0.0227145	 0.0131303	 0.0034419	 0.0002881	 0.0004179	 0.0004157	 0.0001646	 0.0000331	    0.0000
   35.8176	  102.7325	   11.4387	    2	    2	  164	   46	  122	    0.0090	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0458960	 0.0361784	 0.0250226	 0.0154371	 0.0103958	 0.0185302	 0.0661904	 0.0317680	 0.0000227	 0.0000254	 0.0000316	 0.0000298	 0.0000089	 0.0000000	    0.0000
   35.8141	  102.7177	   12.8774	    2	    2	  164	   46	  122	    0.0061	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0170899	 0.0116942	 0.0066114	 0.0060994	 0.0236722	 0.0390901	 0.0483522	 0.0131145	 0.0022536	 0.0000017	 0.0000020	 0.0000019	 0.0000006	 0.0000000	    0.0000
   35.8107	  102.7029	   14.3160	    2	    2	  164	   46	  122	    0.0085	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0144736	 0.0127820	 0.0055144	 0.0156240	 0.0500401	 0.0518057	 0.0417197	 0.0277186	 0.0145844	 0.0000781	 0.0000001	 0.0000001	 0.0000000	 0.0000000	    0.0000
   35.8072	  102.6881	   15.7547	    2	    2	  164	   46	  122	    0.0093	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0000000	 0.0047124	 0.0027464	 0.0050792	 0.0374523	 0.0495491	 0.0442826	 0.0499115	 0.0444147	 0.0184770	 0.0004421	 0.0000000	 0.0000000	 0.0000000	 0.0000000	    0.0000
